dataset,pct_nulls,start_index,end_index,seed,nulls,training_time_IPM_70_30,imputation_time_IPM_70_30,total_time_IPM_70_30_fixed,exact_matches_IPM_70_30,avg_semantic_sim_IPM_70_30_fixed
contraceptive,5,1422,1470,1234,16,24.341025845,1.23786803499999,25.57889388,10,0.881869912147522
contraceptive,5,1471,1472,1234,0,24.341025845,0,24.341025845,0,0
contraceptive,10,0,490,1234,392,22.431263787,0.881108296000008,23.312372083,242,0.878846526145935
contraceptive,10,491,539,1234,32,22.431263787,0.368389225000016,22.799653012,20,0.871780753135681
contraceptive,10,540,588,1234,32,22.431263787,0.65922047899997,23.0904842659999,18,0.859850943088532
contraceptive,10,589,637,1234,32,22.431263787,1.22890689799996,23.6601706849999,23,0.912818431854248
contraceptive,10,638,686,1234,32,22.431263787,0.557522786000021,22.988786573,17,0.837935090065002
contraceptive,10,687,735,1234,32,22.431263787,1.04412837500001,23.475392162,19,0.865435242652893
contraceptive,10,736,784,1234,32,22.431263787,0.440215464999994,22.871479252,16,0.846641361713409
contraceptive,10,785,833,1234,32,22.431263787,0.917258628000042,23.348522415,15,0.808737754821777
contraceptive,10,834,882,1234,32,22.431263787,0.368141072999975,22.79940486,18,0.872314453125
contraceptive,10,883,931,1234,32,22.431263787,0.94323698300002,23.37450077,19,0.86884868144989
contraceptive,10,932,980,1234,32,22.431263787,0.259496315000092,22.6907601020001,14,0.826935231685638
contraceptive,10,981,1029,1234,32,22.431263787,0.598802579999983,23.030066367,19,0.875043451786041
contraceptive,10,1030,1078,1234,32,22.431263787,0.500294765999968,22.9315585529999,25,0.942373752593994
contraceptive,10,1079,1127,1234,32,22.431263787,0.598342611000021,23.029606398,24,0.92864978313446
contraceptive,10,1128,1176,1234,32,22.431263787,0.999814603999937,23.4310783909999,20,0.882626712322235
contraceptive,10,1177,1225,1234,32,22.431263787,0.370675073999905,22.8019388609999,19,0.849925994873047
contraceptive,10,1226,1274,1234,32,22.431263787,0.573403880999933,23.0046676679999,20,0.880560398101807
contraceptive,10,1275,1323,1234,32,22.431263787,1.10974762500001,23.541011412,18,0.853919267654419
contraceptive,10,1324,1372,1234,32,22.431263787,0.444057463999911,22.8753212509999,16,0.824792802333832
contraceptive,10,1373,1421,1234,32,22.431263787,0.400437172999943,22.8317009599999,19,0.867465436458588
contraceptive,10,1422,1470,1234,32,22.431263787,0.362948769000013,22.794212556,18,0.863720536231995
contraceptive,10,1471,1472,1234,0,22.431263787,0,22.431263787,0,0
contraceptive,20,0,490,1234,784,20.504276023,1.34688080400002,21.8511568270001,498,0.888719975948334
contraceptive,20,491,539,1234,72,20.504276023,0.188795970999934,20.693071994,47,0.883027374744415
contraceptive,20,540,588,1234,72,20.504276023,0.25133602000011,20.7556120430002,43,0.868497669696808
contraceptive,20,589,637,1234,72,20.504276023,0.260804687000132,20.7650807100002,46,0.887665808200836
contraceptive,20,638,686,1234,72,20.504276023,0.248387385000001,20.752663408,41,0.85383015871048
contraceptive,20,687,735,1234,72,20.504276023,0.539092895000067,21.0433689180001,42,0.872449040412903
contraceptive,20,736,784,1234,72,20.504276023,0.77123264700009,21.2755086700001,42,0.863263607025147
contraceptive,20,785,833,1234,72,20.504276023,0.271321223999905,20.775597247,33,0.817122757434845
contraceptive,20,834,882,1234,72,20.504276023,0.98412293399997,21.488398957,39,0.864269554615021
contraceptive,20,883,931,1234,72,20.504276023,0.860400524999989,21.364676548,42,0.868720352649689
contraceptive,20,932,980,1234,72,20.504276023,0.574183210000001,21.078459233,37,0.847581028938294
contraceptive,20,981,1029,1234,72,20.504276023,0.543517963999932,21.047793987,46,0.882948219776154
contraceptive,20,1030,1078,1234,72,20.504276023,0.741331741999943,21.245607765,49,0.910303354263306
contraceptive,20,1079,1127,1234,72,20.504276023,0.397915984000065,20.9021920070001,51,0.916730046272278
contraceptive,20,1128,1176,1234,72,20.504276023,0.123815756000056,20.6280917790001,45,0.891839683055878
contraceptive,20,1177,1225,1234,72,20.504276023,0.862655862000054,21.3669318850001,45,0.868892908096314
contraceptive,20,1226,1274,1234,72,20.504276023,0.49515669799996,20.999432721,46,0.874068975448608
contraceptive,20,1275,1323,1234,72,20.504276023,0.130810790999931,20.635086814,44,0.864475131034851
contraceptive,20,1324,1372,1234,72,20.504276023,0.324497062000091,20.8287730850001,38,0.834552586078644
contraceptive,20,1373,1421,1234,72,20.504276023,0.45619427399987,20.9604702969999,40,0.852706611156464
contraceptive,20,1422,1470,1234,72,20.504276023,0.193261661999941,20.697537685,38,0.861892759799957
contraceptive,20,1471,1472,1234,0,20.504276023,0,20.504276023,0,0
contraceptive,40,0,490,1234,1568,16.664392224,1.85253704199994,18.516929266,1000,0.892166912555695
contraceptive,40,491,539,1234,152,16.664392224,0.29603650599995,16.96042873,86,0.858472228050232
contraceptive,40,540,588,1234,152,16.664392224,0.525173270999972,17.189565495,83,0.853770136833191
contraceptive,40,589,637,1234,152,16.664392224,0.210177440999985,16.874569665,88,0.871581614017487
contraceptive,40,638,686,1234,152,16.664392224,0.56312075999989,17.2275129839999,87,0.863972723484039
contraceptive,40,687,735,1234,152,16.664392224,0.573872850999976,17.238265075,79,0.850129187107086
contraceptive,40,736,784,1234,152,16.664392224,0.654551232999836,17.3189434569999,89,0.873419940471649
contraceptive,40,785,833,1234,152,16.664392224,0.26581164800001,16.9302038720001,77,0.840509593486786
contraceptive,40,834,882,1234,152,16.664392224,0.57973106299994,17.244123287,82,0.855528593063355
contraceptive,40,883,931,1234,152,16.664392224,0.224729657999887,16.8891218819999,85,0.86535507440567
contraceptive,40,932,980,1234,152,16.664392224,0.636618316000067,17.3010105400001,83,0.853583097457886
contraceptive,40,981,1029,1234,152,16.664392224,0.352420375000008,17.016812599,92,0.881724536418915
contraceptive,40,1030,1078,1234,152,16.664392224,0.241258537000135,16.9056507610002,101,0.905911803245544
contraceptive,40,1079,1127,1234,152,16.664392224,0.655081586000051,17.3194738100001,104,0.908421397209168
contraceptive,40,1128,1176,1234,152,16.664392224,0.448227776000067,17.1126200000001,92,0.893683195114136
contraceptive,40,1177,1225,1234,152,16.664392224,0.26881286899993,16.933205093,99,0.890208184719086
contraceptive,40,1226,1274,1234,152,16.664392224,0.459716458999992,17.124108683,79,0.842755079269409
contraceptive,40,1275,1323,1234,152,16.664392224,0.279965356000048,16.9443575800001,83,0.853960931301117
contraceptive,40,1324,1372,1234,152,16.664392224,0.649017765999815,17.3134099899999,89,0.86123526096344
contraceptive,40,1373,1421,1234,152,16.664392224,0.427190130999975,17.091582355,85,0.856419444084168
contraceptive,40,1422,1470,1234,152,16.664392224,0.461386706999974,17.125778931,82,0.861061930656433
contraceptive,40,1471,1472,1234,0,16.664392224,0,16.664392224,0,0
